IATA,ICAO,Airline,Country/Region
,SMD,Servicios Aéreos La Marquesa,Mexico
,SME,Semos,Kazakhstan
,SMF,Smalandsflyg,Sweden
,SMH,Smithair,United States
,SMK,Semeyavia,Kazakhstan
,SML,Smith Air (1976),Canada
,SMM,Summit Air,Canada
,SMQ,Samar Air,Tajikistan
,SMR,Somon Air,Tajikistan
,SMT,Skyline,Nigeria
,AOS,"Servicios Aéreos Del Sol, S.A. de C.V.",Mexico
,SNA,Senator Aviation Charter,Germany
,SNE,Servicios Aéreos De Nicaragua (SANSA),Nicaragua
,SNF,Shans Air,Russia
,SNH,Senair Services,Senegal
,SNI,Savanah Airlines,Nigeria
,SNK,Southeast Airlines (Sun Jet International),United States
,SNL,Soonair Lines,United States
,SNM,Servizi Aerei,Italy
,SNP,Sun Pacific International,United States
,SNQ,Sun Quest Executive Air Charter,United States
,SNS,Societe Centrafricaine De Transport Aerien,Central African Republic
,SNT,Suncoast Aviation,United States
,SNU,Snunit Aviation,Israel
,SNV,Sudanese States Aviation,Sudan
,SNW,Sun West Airlines,United States
,SNX,Sun Air Aviation Services,Canada
,SOB,Stabo Freight,Zambia
,SOC,Southern Cargo Air Lines,Russia
,SOH,Southern Ohio Aviation Sales,United States
,SOI,Southern Aviation,Zambia
,SOM,Somali Airlines,Somali Republic
,SON,Sunshine Air Tours,United States
,SOO,Southern Air,United States
,SOP,Solinair,Slovenia
,SOR,Sonair Servico Aéreo,Angola
,SOT,Southeast Correct Craft,United States
,SOW,Sowind Air,Canada
,SOW,White Sparrow GmbH,Austria
,SOX,Solid Air,Netherlands
,SPA,Sierra Pacific Airlines,United States
,SPB,Springbok Classic Air,South Africa
,SPC,Spark Air Cargo,United States
,SPE,Sprague Electric Company,United States
,SPF,Space World Airline,Nigeria
,SPG,Springdale Air Service,United States
,SPH,Sapphire Executive Air,South Africa
,SPI,South Pacific Island Airways,United States
,SPK,Spark Airlines,United States
,SPL,Servicios Corporativos Aéreos De La Laguna,Mexico
,SPN,Skorpion Air,Bulgaria
,SPP,Sapphire Aviation,United States
,SPQ,Servicios Aéreos Palenque,Mexico
,TBS,Servicios Aéreos Tribasa,Mexico
,SVV,SALTAVIATION,Poland
,TGT,SAAB Nyge Aero,Sweden
,THB,Spark Air,Thailand
,TIH,S C Ion Tiriac,Romania
,TRL,Starlite Aviation,South Africa
,TRN,Servicios Aéreos Corporativos,Mauritania
,TTM,Societe Tout Transport Mauritanien,Mauritania
,TZU,Servicios Aéreos Tamazula,Mexico
,UGP,Shar Ink,Russia
,UKU,Second Sverdlovsk Air Enterprise,Russia
,UNT,Servicios Aéreos Universitarios,Mexico
,USK,Skif-Air,Ukraine
,USN,Smarkand Aero Servise,Uzbekistan
,UZS,Samarkand Airways,Uzbekistan
,VDO,Servicios Aéreos Avandaro,Mexico
,VGS,Stichting Vliegschool 16Hoven,Netherlands
,VRB,Silverback Cargo Freighters,Rwanda
,VRS,Sirvair,Mexico
,VXN,Sunset Aviation,United States
,TWY,"Sunset Aviation, LLC",United States
,WCC,Sport Air Travel,United States
,WFC,Swift Copters,Switzerland
,WLK,Skyrover CC,South Africa
,XLK,Safarilink Aviation,Kenya
,XMX,SENEAM,Mexico
,XPG,Southport Air Service,United States
,XSA,Spectrum Air Service,United States
,XSN,Stephenville Aviation Services,Canada
,XTA,Servicios Aéreos Textra,Mexico
,XTR,Sector Airlines,Canada
,XXS,Skyplan Services,Canada
,YBE,Stewart Aviation Services,United States
,SXN,SaxonAir,United Kingdom
,SAF,Singapore Air Force,Singapore
,KFE,SkyFirst LTD,Malta
,UFA,State Flight Academy of Ukraine,Ukraine
,CDL,Sunbird Airlines,United States
,RZ,Superna Airlines,China
,TLO,Eagle Canyon Airlines,United States
,IRF,TA-Air Airline,Iran
,TBI,TAB Express International,United States
,TBM,Taban Air Lines,Iran
,THO,TACA De Honduras,Honduras
,TDC,Tadair,Spain
,TES,Taespejo Portugal LDA,Portugal
,HET,TAF Helicopters,Spain
,TSD,TAF-Linhas Aéreas,Brazil
,SBT,Taftan Airlines,Iran
,FPG,TAG Aviation,Switzerland
,TGM,TAG Aviation Espana,Spain
,VIP,Tag Aviation UK,United Kingdom
,TAG,TAG Aviation USA,United States
,FBO,TAG Farnborough Airport,United Kingdom
,TIN,Taino Tours,Dominican Republic
,TFB,Tair Airways,Philippines
,TJK,Tajikair,Tajikistan
,TZK,Tajikistan International Airlines,Tajikistan
,TKE,Take Air Line,France
,JEL,Tal Air Charters,Canada
,TAL,Talair,Papua New Guinea
,TFF,Talon Air,United States
,TMI,Tamir Airways,Israel
,TNR,Tanana Air Services,United States
,HTO,Tango Bravo,France
,UTM,TAPC Aviatrans Aircompany,Uzbekistan
,TPS,TAPSA Transportes Aéreos Petroleros,Argentina
,THC,Tar Heel Aviation,United States
,TPL,TAR Interpilot,Mauritania
,IRR,Tara Air Line,Iran
,TTH,Tarhan Tower Airlines,Turkey
,TKJ,Tarkim Aviation,Turkey
,RMS,Tas Aviation,United States
,CTP,Tashkent Aircraft Production Corporation,Uzbekistan
,PGS,Tauranga Aer Club,New Zealand
,TQE,Taxair Mexiqienses,Mexico
,TXL,Taxi Aéreo Cozatl,Mexico
,TXM,Taxi Aéreo de México,Mexico
,TUO,Taxi Aéreo Turístico,Mexico
,XNR,Taxi Aero Del Norte,Mexico
,TDV,Taxi Aero Nacional Del Evora,Mexico
,TRF,Taxi Air Fret,France
,VRC,Taxi de Veracruz,Mexico
,TXR,Taxirey,Mexico
,TPR,Taxis Aéreos De Parral,Mexico
,TXO,Taxis Aéreos de Sinaloa,Mexico
,TNE,Taxis Aéreos del Noroeste,Mexico
,TPF,Taxis Aéreos del Pacífico,Mexico
,TMH,Taxis Turisticos Marakame,Mexico
,TYF,Tayflite,United Kingdom
,TFY,Tayside Aviation,United Kingdom
,RRY,Tbilisi Aviation University,Georgia
,TCD,Tchad Airlines,Chad
,TIM,TEAM Linhas Aéreas,Brazil
,TEM,Tech-Mont Helicopter Company,Slovakia
,TEF,Tecnicas Fotograficas,Spain
,TBN,Teebah Airlines,Sierra Leone
,THR,Tehran Airline,Iran
,TCM,Teledyne Continental Motors,United States
,TLX,Telesis Transair,United States
,TEL,Telford Aviation,United States
,TDE,Tellavia / Flight One,United States
,DOT,Telnic Limited,United Kingdom
,TEH,Tempelhof Airways,United States
,TMS,Temsco Helicopters,United States
,TNL,Tengeriyn Ulaach Shine,Mongolia
,TEB,Tenir Airlines,Kyrgyzstan
,TNG,Tennessee Air National Guard 164th Airlift Group,United States
,TEN,Tennessee Airways,United States
,TET,Tepavia-Trans Airlines,Moldova
,TER,Territorial Airlines,United States
,TIS,Tesis,Russia
,TXZ,Tex Star Air Freight,United States
,TXA,Texair Charter,United States
,TXT,Texas Air Charters,United States
,TXS,Texas Airlines,United States
,CWT,Texas Airways,United States
,TXN,Texas National Airlines,United States
,TGC,TG Aviation,United Kingdom
,TSL,Thai Aviation Services,Thailand
,TFH,Thai Flying Helicopter Service,Thailand
,TFT,Thai Flying Service,Thailand
,THG,Thai Global Airline,Thailand
,THJ,Thai Jet Intergroup,Thailand
,TPV,Thai Pacific Airlines Business,Thailand
,GFN,The 955 Preservation Group,United Kingdom
,LEG,The Army Aviation Heritage Foundation,United States
,LCC,The Lancair Company,United States
,IHS,Thryluthjonustan,Iceland
,THU,Thunder Airlines,Canada
,TBD,Thunderbird Tours,Canada
,BLI,Thyssen Krupp AG,Germany
,TBA,Tibet Airlines,China
,TIK,Tic Air,Australia
,TJN,Tien-Shan,Kazakhstan
,MDL,Tigerair Mandala,Indonesia
,MOH,Tigerfly,United Kingdom
,TKC,Tikal Jets Airlines,Guatemala
,TMR,Timberline Air,Canada
,TIE,Time Air,Czech Republic
,BOX,Tiphook PLC,United Kingdom
,TVI,Tiramavia,Moldova
,TYJ,TJS Malta Ltd.,Malta
,TSR,TJS San Marino S.r.L.,San Marino
,TLS,TLC Air,United States
,TMM,TMC Airlines,United States
,NTR,TNT International Aviation,United Kingdom
,TBX,Tobago Express,Trinidad and Tobago
,TOJ,TOJ Airlines,Tajikistan
,TMK,Tomahawk Airways,United States
,TOP,Top Air,Indonesia
,CHE,Top Flight Air Service,United States
,TLY,Top Fly,Spain
,LKW,Top Sky International,Indonesia
,TPD,Top Speed,Austria
,TTL,Total Linhas Aéreas,Brazil
,TOT,Totavia,Canada
,THE,Toumai Air Tchad,Chad
,THF,Touraine Helicoptere,France
,TOW,Tower Air,United States
,TOY,Toyota Canada,Canada
,TGE,Trabajos Aéreos,Spain
,AIM,Trabajos Aéreos Murcianos,Spain
,TVH,Trabajos Aéreos Vascongados,Spain
,TDR,Trade Air,Croatia
,TDX,Tradewinds Airlines,United States
,TWL,Tradewinds Aviation,Canada
,JCH,Trading Air Cargo,Mauritania
,TDO,TRADO,Dominican Republic
,TRG,TRAGSA (Medios Aéreos),Spain
,HBA,Trail Lake Flying Service,United States
,TMQ,TRAM,Mauritania
,TMX,Tramon Air,South Africa
,TRR,Tramson Limited,Sudan
,MUI,Trans Air,United States
,TRC,Trans Air Charter,United States
,TWW,Trans Air Welwitchia,Angola
,TNB,Trans Air-Benin,Benin
,RTM,Trans Am Compania,Ecuador
,CLR,Trans America,United States
,TVA,Trans America Airlines,United States
,TPU,Trans American Airlines (Trans Am),Peru
,TRT,Trans Arabian Air Transport,Sudan
,SRT,Trans Asian Airlines,Kazakhstan
,TLL,Trans Atlantic Airlines,Sierra Leone
,LTA,Trans Atlantis,Canada
,TCC,Trans Continental Airlines,Sudan
,TCN,Trans Continental Airlines,United States
,TRJ,Trans Euro Air,United Kingdom
,TGY,Trans Guyana Airways,Guyana
,THZ,Trans Helicoptere Service,France
,TIA,Trans International Airlines,United States
,BAP,Trans International Express Aviation,United States
,TRD,Trans Island Air,Barbados
,SWL,Trans Jet Airways,Sweden
,TMT,Trans Midwest Airlines,United States
,TNW,Trans Nation Airways,Ethiopia
,TNT,Trans North Turbo Air,Canada
,REC,Trans Reco,Mauritania
,SBJ,Trans Sahara Air,Nigeria
,TSM,Trans Sayegh Airport Services,Lebanon
,RBD,Trans World Express,United States
,TNF,Transafricaine,Burkina Faso
,TCG,Transafricaine Air Cargo,Burkina Faso
,TFK,Transafrik International,São Tomé and Príncipe
,TSA,Transair France,France
,TGX,Transair Gabon,Gabon
,TNI,Transair International Linhas Aéreas,United States
,TSN,Trans-Air Services,Nigeria
,TSG,Trans-Air-Congo,Republic of the Congo
,KTS,Transair-Gyraintiee,Russia
,GJB,Trans-Air-Link,United States
,TWM,Transairways,Mozambique
,UTT,Transarabian Transportation Services,Uganda
,AUC,Transaustralian Air Express,Australia
,VEN,Transaven,Venezuela
,KTB,Transaviabaltika,Lithuania
,FNV,Transaviaservice,Georgia
,TVO,Transavio,Italy
,TIW,Transcarga Intl Airways,Venezuela
,TCE,Trans-Colorado Airlines,United States
,TCH,Transcontinental Air,Bahrain
,KRA,Transcontinental Airlines,Kazakhstan
,TCT,Transcontinental Sur,Uruguay
,TCP,Transcorp Airways,United Kingdom
,TFA,Trans-Florida Airlines,United States
,TCU,Transglobal Airways Corporation,Philippines
,TXE,Transilvania Express,Romania
,KCA,Trans-Kiev,Ukraine
,TLA,Translift Airways,Ireland
,TMD,Transmandu,Venezuela
,TMD,Transmed Airlines,Egypt
,TNV,Transnorthern,United States
,TPP,Transpac Express,Australia
,PCW,Trans-Pacific Orient Airways,Philippines
,TPM,Transpaís Aéreo,Mexico
,TNP,Transped Aviation,Austria
,TRM,Transport Aerien de Mauritanie,Mauritania
,TLF,Transport Africa,Sierra Leone
,TGO,Transport Canada,Canada
,TFI,Transport Facilitators,United States
,TQR,Transportación Aérea De Querétaro,Mexico
,MCT,Transportación Aérea Del Mar De Cortés,Mexico
,TPN,Transportación Aérea del Norte,Mexico
,TTR,Transportaciones Y Servicios Aéreos,Mexico
,TSI,Transport'air,France
,TCB,Transporte Aereo De Colombia,Colombia
,TAD,Transporte Aéreo Dominicano,Dominican Republic
,TZE,Transporte Aéreo Ernesto Saenz,Mexico
,TTS,Transporte Aéreo Técnico Ejecutivo,Mexico
,MGM,Transporte Aero MGM,Mexico
,TMZ,Transporte Amazonair,Venezuela
,TCB,Transporte del Caribe,Colombia
,EAR,Transporte Ejecutivo Aéreo,Mexico
,TPT,Transportes Aéreo del Sureste,Mexico
,MPO,Transportes Aéreos Amparo,Mexico
,BOL,Transportes Aéreos Bolivianos,Bolivia
,TDI,Transportes Aéreos de Ixtlán,Mexico
,TPX,Transportes Aéreos De Xalapa,Mexico
,TMY,Transportes Aéreos del Mundo Maya,Mexico
,TFO,Transportes Aéreos del Pacífico,Mexico
,DCL,Transportes Aéreos Don Carlos,Chile
,ROU,Transportes Aéreos I. R. Crusoe,Chile
,TSP,Transportes Aéreos Inter,Guatemala
,MXQ,Transportes Aéreos Mexiquenses,Mexico
,ELV,Transportes Aéreos Nacionales De Selva Tans,Peru
,TPG,Transportes Aéreos Pegaso,Mexico
,TGI,Transportes Aéreos Regionales,Mexico
,SRF,Transportes Aéreos San Rafael,Chile
,RRT,Transportes Aéreos Sierra,Mexico
,SEI,Transportes Aéreos Sierra Madre,Mexico
,TAU,Transportes Aéreos Tauro,Mexico
,TPZ,Transportes La Paz,Mexico
,TPY,Trans-Provincial Airlines,Canada
,TTC,Transteco,Angola
,UTN,Trans-Ulgii,Mongolia
,TWE,Transwede Airways,Sweden
,TRW,Transwestern Airlines of Utah,United States
,TSW,Transwings,Switzerland
,TST,TRAST,Kazakhstan
,TSK,Trast Aero,Kyrgyzstan
,TAX,Travel Air,United States
,TIC,Travel International Air Charters,Zambia
,TMC,Travel Management Company,United States
,TLV,Travelair,Uruguay
,TDA,Trend Aviation,United States
,TNX,Trener Ltd,Hungary
,TRU,Triangle Airline (Uganda),Uganda
,SWD,Trifly,United States
,TGN,Trigana Air Service,Indonesia
,TBH,Trinity Air Bahamas,Bahamas
,CLU,Triple Alpha,Germany
,TTP,Triple O Aviation,Nigeria
,TSY,Tristar Air,Egypt
,TRY,Tristar Airlines,United States
,TSS,Tri-State Aero,United States
,DRC,Triton Airlines,Canada
,TSV,Tropair Airservices,United Kingdom
,TRO,Tropic Airlines-Air Molokai,United States
,TKX,Tropical International Airways,Saint Kitts and Nevis
,TCA,Tropican Air Services,Egypt
,TYG,Trygg-Flyg,Sweden
,PSS,TSSKB-Progress,Russia
,TTA,TTA - Sociedade de Transporte e Trabalho Aéreo,Mozambique
,TBR,Tubelair,Tunisia
,TUL,Tulpar Air,Russia
,TUX,Tulpar Air Service,Kazakhstan
,TUZ,Tuna Aero,Sweden
,TAJ,Tunisavia,Tunisia
,TBC,Turbine Air Cargo UK,United Kingdom
,TAC,Turbot Air Cargo,Senegal
,TRQ,Turdus Airways,Netherlands
,TUC,Turismo Aéreo de Chile,Chile
,THK,Turk Hava Kurumu Hava Taksi Isletmesi,Turkey
,THS,Turkish Aerospace Industries,Turkey
,HVK,Turkish Air Force,Turkey
,TRK,Turkish Airlines General Aviation,Turkey
,TLT,Turtle Airways,Fiji
,USB,Tusheti,Georgia
,TWO,Twente Airlines,Netherlands
,TCY,Twin Cities Air Service,United States
,TNY,Twin Town Leasing Company,United States
,TWJ,Twinjet Aircraft Sales,United Kingdom
,TYW,Tyrol Air Ambulance,Austria
,TJS,Tyrolean Jet Services,Austria
,TUM,Tyumenspecavia,Russia
,UEU,United European Airlines,Romania
,UCG,Uniworld Air Cargo,Panama
,CUH,Urumqi Airlines,China
,DOD,USAF Air Mobility Operations Control Center,United States
,DOI,U.S. Department of the Interior,United States
,CNV,U.S. Navy Reserve Logistic Air Forces,United States
,EXM,United Kingdom Civil Aviation Authority,United Kingdom
,GIH,Union des Transports Africains de Guinee,Guinea
,GKA,US Army Parachute Team,United States
,GWY,USA3000 Airlines,United States
,UAB,United Arabian Airlines,Sudan
,UAC,United Air Charters,Zimbabwe
,UCS,United Carriers Systems,United States
,UEA,United Eagle Airlines,China
,UFS,United Feeder Service,United States
,CFU,United Kingdom Civil Aviation Authority,United Kingdom
,KRF,United Kingdom Royal VIP Flights,United Kingdom
,KRH,United Kingdom Royal VIP Flight,United Kingdom
,SDS,United Kingdom Civil Aviation Authority,United Kingdom
,TQF,United Kingdom Royal VIP Flights,United Kingdom
,CGX,United States Coast Guard Auxiliary,United States
,AGR,United States Department Of Agriculture,United States
,UAD,University Air Squadron,United Kingdom
,UAJ,University Air Squadron,United Kingdom
,UAA,University Air Squadron,United Kingdom
,UAS,University Air Squadron,United Kingdom
,HBU,Universal Avia,Ukraine
,HLE,UK HEMS,United Kingdom
,LEA,Unijet,France
,MSH,US Marshals Service,United States
,NDU,University of North Dakota,United States
,PNA,Universal Airlines,United States
,,Upali Air,Sri Lanka
,RAU,Uganda Royal Airways,Uganda
,SAU,United Aviation Services,Spain
,TRB,Ukraine Transavia,Ukraine
,UAF,United Arab Emirates Air Force,United Arab Emirates
,UAI,Union Africaine des Transports,Ivory Coast
,UCC,Uganda Air Cargo,Uganda
,UCH,US Airports Air Charter,United States
,UCO,Ucoaviacion,Spain
,UES,Ues-Avia Aircompany,Ukraine
,UGC,Urgemer Canarias,Spain
,UHL,Ukrainian Helicopters,Ukraine
,UHS,Ulyanovsk Higher Civil Aviation School,Russia
,UJR,Universal Jet Rental de Mexico,Mexico
,UJT,Universal Jet Aviation,United States
,UKI,UK International Airlines,United Kingdom
,UKL,Ukraine Air Alliance,Ukraine
,UKN,Ukraine Air Enterprise,Ukraine
,UKP,National Police Air Service,United Kingdom
,ULT,Ultrair,United States
,ULH,Ultimate HELI,South Africa
,ULR,Ultimate Air,South Africa
,UNC,Uni-Fly,Denmark
,UNF,Union Flights,United States
,UNJ,Universal Jet,Spain
,UNS,Unsped Paket Servisi,Turkey
,UNU,Unifly Servizi Aerei,Italy
,UPL,Ukrainian Pilot School,Ukraine
,URV,Uraiavia,Russia
,USF,USAfrica Airways,United States
,USJ,US Jet,United States
,USX,US Express,United States
,TUM,UTAir,Russian Federation
,UTR,Utair South Africa,South Africa
,UTS,Ukrainian State Air Traffic Service Enterprise,Ukraine
,UTU,Urartu-Air,Armenia
,UVA,Universal Airways,United States
,UVG,Universal Airlines,Guyana
,UVM,Uvavemex,Mexico
,AIO,United States Air Force,United States
,UVN,United Aviation,Kuwait
,WEC,Universal Airlines,United States
,QID,USAF 100th Air Refueling Wing,United States
,UIT,University of Tromsø School of Aviation,Norway
,UNO,United Nations,n/a
,VAI,Volant Aviation International,Pakistan
,VAR,Veca Airlines,El Salvador
,VLR,Volare 22 X,Mexico
,VDR,Voldirect,France
,VVV,Valair Aviação Lda,Portugal
,VIL,V I Airlink,British Virgin Islands
,VBA,V Bird Airlines Netherlands,Netherlands
,WIW,V-avia Airline,Ukraine
,VBD,V-Berd-Avia,Armenia
,VAC,Vacationair,Canada
,RDW,Valair AG (Helicoptere),Switzerland
,VLA,Valan International Cargo Charter,South Africa
,VLN,Valan Limited,Moldova
,EHR,Valfell-Verkflug,Iceland
,VAA,Van Air Europe,Czech Republic
,VGC,Vanguardia en Aviación en Colima,Mexico
,VGD,Vanguard Airlines,United States
,VRH,Varesh Airlines,Iran
,VAG,Vega,Kazakhstan
,WGA,Vega Air Company,Ukraine
,WEL,"Veles, Ukrainian Aviation Company",Ukraine
,VTX,Verataxis,Mexico
,BTP,Veritair,United Kingdom
,GRV,Vernicos Aviation,Greece
,TMB,Volato,United States
,KWA,Vozdushnaya Academy,Kazakhstan
,MVY,VIM-Aviaservice,Russia
,ENV,Victoria Aviation,United Kingdom
,VCT,Viscount Air Service,United States
,SSI,Vision Airlines,Nigeria
,FXF,VIP Air Charter,United States
,PAV,VIP Avia,Kazakhstan
,PRX,VIP Avia,Latvia
,VAT,Visionair,Ireland
,VCA,VICA - Viacao Charter Aéreos,Brazil
,VCM,Volare Air Charter Company,United States
,VEA,Vega Airlines,Bulgaria
,VEC,Venescar Internacional,Venezuela
,VEE,Victor Echo,Spain
,VEI,Virgin Express Ireland,Ireland
,VFT,VZ Flights,Mexico
,VGV,Vologda State Air Enterprise,Russia
,VHA,VH-Air Industrie,Angola
,VHM,VHM Schul-und-Charterflug,Germany
,VIB,Vibroair Flugservice,Germany
,VIC,VIP Servicios Aéreos Ejecutivos,Mexico
,VIE,VIP Empresarial,Mexico
,VIF,VIF Luftahrt,Austria
,VIG,Vega Aviation,Sudan
,VIH,Vichi,Moldova
,VIK,Viking Airlines,Sweden
,VIN,Vinair Aeroserviços,Portugal
,VJM,Viajes Ejecutivos Mexicanos,Mexico
,VJT,Vistajet,Canada
,VJT,Vistajet,Malta
,VLT,Vertical-T Air Company,Russia
,VMA,Vero Monmouth Airlines,United States
,VNK,Vipport Joint Stock Company,Russia
,VOG,Voyager Airlines,Bangladesh
,VPB,Veteran Air,Ukraine
,VPV,VIP-Avia,Georgia
,VRA,Vertair,United Kingdom
,VRE,Volare Airlines,Ukraine
,VRL,Voar Lda,Angola
,VSB,Vickers Limited,United Kingdom
,VSN,Vision Airways Corporation,Canada
,VSO,Voronezh Aircraft Manufacturing Society,Russia
,VSS,Virign Islands Seaplane Shuttle,United States
,VTC,Vuelos Especializados Tollocan,Mexico
,VTH,Vuelos Corporativos de Tehuacan,Mexico
,VTK,Vostok Airlines,Russia
,VTL,Victor Tagle Larrain,Chile
,VTV,Vointeh,Bulgaria
,VUR,VIP Ecuador,Ecuador
,VUS,Vuela Bus,Mexico
,VZL,Vzlyet,Russia
,WCY,Viking Express,United States
,WEV,Victoria International Airways,Uganda
,VNR,Viennair,Austria
,WRR,WRA Inc,United States
,XWS,WSI Corporation,United States
,CGG,Walmart Aviation,United States
,WAS,Walsten Air Services,Canada
,GOT,WaltAir,Sweden
,WPT,Wapiti Aviation,Canada
,WAV,Warbelow's Air Ventures,United States
,ATX,Warwickshire Aerocentre Ltd.,United Kingdom
,,Wayraperú,Peru
,WTC,Weasua Air Transport Company,Liberia
,TDB,Welch Aviation,United States
,BLW,Wermlandsflyg AB,Sweden
,WCB,West Africa Airlines,Ghana
,WTF,West African Air Transport,Senegal
,WAC,West African Cargo Airlines,Mauritania
,WLX,West Air Luxembourg,Luxembourg
,WCR,West Caribbean Costa Rica,Costa Rica
